"No.","Time","Source","Destination","Protocol","Length","Info"
"1922","14.316713","172.217.174.68","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"1923","14.317369","172.217.174.68","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"1924","14.317701","172.217.174.68","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1925","14.317953","192.168.29.45","172.217.174.68","QUIC","1292","Handshake, DCID=f321b73365efcd17"
"1926","14.318087","172.217.174.68","192.168.29.45","QUIC","864","Protected Payload (KP0)"
"1927","14.318257","192.168.29.45","172.217.174.68","QUIC","73","Protected Payload (KP0), DCID=f321b73365efcd17"
"1928","14.318795","192.168.29.45","172.217.174.68","QUIC","77","Protected Payload (KP0), DCID=f321b73365efcd17"
"1929","14.318979","192.168.29.45","172.217.174.68","QUIC","73","Protected Payload (KP0), DCID=f321b73365efcd17"
"1930","14.331353","192.168.29.45","142.250.205.110","QUIC","1292","Initial, DCID=fc50f1479c306b7a, PKN: 9, PADDING, PING, PADDING"
"1931","14.335406","192.168.29.45","142.250.194.36","QUIC","74","Protected Payload (KP0), DCID=f3cf855dea1b4942"
"1932","14.337923","172.217.174.68","192.168.29.45","QUIC","1292","Initial, SCID=f321b73365efcd17, PKN: 12, ACK, CRYPTO, PADDING"
"1933","14.344313","142.250.205.110","192.168.29.45","QUIC","1292","Initial, SCID=fc50f1479c306b7a, PKN: 3, CRYPTO, PADDING"
"1934","14.344887","142.250.205.110","192.168.29.45","QUIC","350","Protected Payload (KP0)"
"1935","14.345207","142.250.205.110","192.168.29.45","QUIC","984","Protected Payload (KP0)"
"1936","14.345207","142.250.205.110","192.168.29.45","QUIC","67","Protected Payload (KP0)"
"1937","14.346613","192.168.29.45","142.250.205.110","QUIC","1292","Handshake, DCID=fc50f1479c306b7a"
"1938","14.346897","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1939","14.348968","142.250.205.110","192.168.29.45","QUIC","1292","Initial, SCID=fc50f1479c306b7a, PKN: 8, ACK, CRYPTO, PADDING"
"1940","14.349841","172.217.174.68","192.168.29.45","QUIC","162","Protected Payload (KP0)"
"1941","14.350182","172.217.174.68","192.168.29.45","QUIC","67","Protected Payload (KP0)"
"1942","14.350219","192.168.29.45","172.217.174.68","QUIC","75","Protected Payload (KP0), DCID=f321b73365efcd17"
"1943","14.363768","142.251.42.106","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"1944","14.363964","142.250.205.110","192.168.29.45","QUIC","168","Protected Payload (KP0)"
"1945","14.364932","192.168.29.45","142.250.205.110","QUIC","75","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1946","14.367451","142.250.205.110","192.168.29.45","QUIC","68","Protected Payload (KP0)"
"1947","14.367968","192.168.29.45","142.250.205.110","QUIC","117","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1948","14.376533","142.250.194.36","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"1949","14.380596","142.250.205.110","192.168.29.45","QUIC","72","Protected Payload (KP0)"
"1950","14.381680","192.168.29.45","142.250.205.110","QUIC","75","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1951","14.385015","142.250.205.110","192.168.29.45","QUIC","67","Protected Payload (KP0)"
"1952","14.449367","142.250.205.110","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"1953","14.449638","142.250.205.110","192.168.29.45","QUIC","1288","Protected Payload (KP0)"
"1954","14.449638","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1955","14.449962","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1956","14.449962","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1957","14.449962","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1958","14.449962","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1959","14.450300","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1960","14.450300","142.250.205.110","192.168.29.45","QUIC","530","Protected Payload (KP0)"
"1961","14.450300","142.250.205.110","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
"1962","14.450300","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1963","14.450300","142.250.205.110","192.168.29.45","QUIC","747","Protected Payload (KP0)"
"1964","14.450636","192.168.29.45","142.250.205.110","QUIC","77","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1965","14.450888","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1966","14.451172","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1967","14.451403","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1968","14.451574","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1969","14.451727","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1970","14.453316","142.250.205.110","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
"1971","14.453316","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1972","14.453811","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1973","14.455127","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1974","14.455127","142.250.205.110","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"1975","14.455493","142.250.205.110","192.168.29.45","QUIC","899","Protected Payload (KP0)"
"1976","14.455754","192.168.29.45","142.250.205.110","QUIC","73","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1977","14.485463","192.168.29.45","142.250.205.110","QUIC","74","Protected Payload (KP0), DCID=fc50f1479c306b7a"
"1978","14.488821","192.168.29.45","192.168.29.1","DNS","75","Standard query 0xbe2c A www.gstatic.com"
"1979","14.489306","192.168.29.45","192.168.29.1","DNS","75","Standard query 0xfb1b HTTPS www.gstatic.com"
"1980","14.490220","192.168.29.45","192.168.29.1","DNS","75","Standard query 0xd300 A ssl.gstatic.com"
"1981","14.490719","192.168.29.45","192.168.29.1","DNS","75","Standard query 0x7a6f HTTPS ssl.gstatic.com"
"1982","14.491792","142.250.205.110","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"1983","14.497640","192.168.29.1","192.168.29.45","DNS","91","Standard query response 0xbe2c A www.gstatic.com A 142.250.199.163"
"1984","14.499337","192.168.29.1","192.168.29.45","DNS","91","Standard query response 0xd300 A ssl.gstatic.com A 142.251.223.99"
"1985","14.500590","192.168.29.1","192.168.29.45","DNS","132","Standard query response 0xfb1b HTTPS www.gstatic.com SOA ns1.google.com"
"1986","14.504388","192.168.29.45","142.250.199.163","QUIC","1292","Initial, DCID=ab63921ef1b44ea7, PKN: 1, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"1987","14.504560","192.168.29.45","142.250.199.163","QUIC","1292","Initial, DCID=ab63921ef1b44ea7, PKN: 2, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, PING, PING, PING"
"1988","14.505228","192.168.29.45","142.250.199.163","QUIC","124","0-RTT, DCID=ab63921ef1b44ea7"
"1989","14.506879","192.168.29.1","192.168.29.45","DNS","132","Standard query response 0x7a6f HTTPS ssl.gstatic.com SOA ns1.google.com"
"1990","14.512100","192.168.29.45","142.251.223.99","QUIC","1292","Initial, DCID=9ef2ebff289bb620, PKN: 1, PADDING, PING, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING"
"1991","14.512267","192.168.29.45","142.251.223.99","QUIC","1292","Initial, DCID=9ef2ebff289bb620, PKN: 2, CRYPTO"
"1992","14.512377","192.168.29.45","142.251.223.99","QUIC","1292","Initial, DCID=9ef2ebff289bb620, PKN: 3, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, PING, PING, CRYPTO, PADDING, PING, CRYPTO"
"1993","14.512980","192.168.29.45","142.251.223.99","QUIC","118","0-RTT, DCID=9ef2ebff289bb620"
"1994","14.544302","142.250.199.163","192.168.29.45","QUIC","82","Initial, SCID=eb63921ef1b44ea7, PKN: 1, ACK"
"1995","14.555790","142.250.199.163","192.168.29.45","QUIC","1292","Initial, SCID=eb63921ef1b44ea7, PKN: 2, ACK, PADDING"
"1996","14.568445","192.168.29.45","142.251.42.106","QUIC","71","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"1997","14.594646","192.168.29.45","142.250.199.163","QUIC","1292","Initial, DCID=eb63921ef1b44ea7, PKN: 5, PADDING, PING, PADDING"
"1998","14.615150","142.251.223.99","192.168.29.45","QUIC","82","Initial, SCID=fef2ebff289bb620, PKN: 1, ACK"
"1999","14.615538","142.250.199.163","192.168.29.45","QUIC","1292","Initial, SCID=eb63921ef1b44ea7, PKN: 3, CRYPTO, PADDING"
"2000","14.615652","142.250.199.163","192.168.29.45","QUIC","338","Protected Payload (KP0)"
"2001","14.615652","142.250.199.163","192.168.29.45","QUIC","986","Protected Payload (KP0)"
"2002","14.615652","142.250.199.163","192.168.29.45","QUIC","67","Protected Payload (KP0)"
"2003","14.615947","142.251.42.106","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2004","14.618543","142.250.199.163","192.168.29.45","QUIC","1292","Initial, SCID=eb63921ef1b44ea7, PKN: 8, ACK, CRYPTO, PADDING"
"2005","14.619406","192.168.29.45","142.250.199.163","QUIC","1292","Handshake, DCID=eb63921ef1b44ea7"
"2006","14.619737","192.168.29.45","142.250.199.163","QUIC","73","Protected Payload (KP0), DCID=eb63921ef1b44ea7"
"2007","14.627032","142.251.223.99","192.168.29.45","QUIC","82","Initial, SCID=fef2ebff289bb620, PKN: 2, ACK"
"2008","14.638727","142.251.223.99","192.168.29.45","QUIC","1292","Initial, SCID=fef2ebff289bb620, PKN: 3, ACK, PADDING"
"2009","14.639089","142.251.223.99","192.168.29.45","QUIC","1292","Initial, SCID=fef2ebff289bb620, PKN: 4, ACK, PADDING"
"2010","14.643884","142.250.199.163","192.168.29.45","QUIC","162","Protected Payload (KP0)"
"2011","14.644305","192.168.29.45","142.250.199.163","QUIC","75","Protected Payload (KP0), DCID=eb63921ef1b44ea7"
"2012","14.704679","142.251.223.99","192.168.29.45","QUIC","1292","Initial, SCID=fef2ebff289bb620, PKN: 5, CRYPTO, PADDING"
"2013","14.705051","142.251.223.99","192.168.29.45","QUIC","348","Protected Payload (KP0)"
"2014","14.705051","142.251.223.99","192.168.29.45","QUIC","986","Protected Payload (KP0)"
"2015","14.705296","142.251.223.99","192.168.29.45","QUIC","67","Protected Payload (KP0)"
"2016","14.707345","192.168.29.45","142.251.223.99","QUIC","120","Handshake, DCID=fef2ebff289bb620"
"2017","14.707940","192.168.29.45","142.251.223.99","QUIC","73","Protected Payload (KP0), DCID=fef2ebff289bb620"
"2018","14.761318","142.251.223.99","192.168.29.45","QUIC","162","Protected Payload (KP0)"
"2019","14.786751","192.168.29.45","142.251.223.99","QUIC","74","Protected Payload (KP0), DCID=fef2ebff289bb620"
"2020","14.831269","192.168.29.45","142.251.42.106","QUIC","71","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"2021","14.880230","142.251.42.106","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2022","15.080975","192.168.29.45","192.168.29.90","TCP","164","1050  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=255 Len=110 [TCP PDU reassembled in 2403]"
"2023","15.087086","192.168.29.90","192.168.29.45","TCP","164","8009  >  1050 [PSH, ACK] Seq=331 Ack=441 Win=1552 Len=110 [TCP PDU reassembled in 2405]"
"2024","15.094266","192.168.29.45","192.168.29.90","TCP","164","1046  >  8009 [PSH, ACK] Seq=331 Ack=331 Win=255 Len=110 [TCP PDU reassembled in 2402]"
"2025","15.097602","192.168.29.90","192.168.29.45","TCP","164","8009  >  1046 [PSH, ACK] Seq=331 Ack=441 Win=1552 Len=110 [TCP PDU reassembled in 2404]"
"2026","15.141754","192.168.29.45","192.168.29.90","TCP","54","1050  >  8009 [ACK] Seq=441 Ack=441 Win=255 Len=0"
"2027","15.141892","192.168.29.45","192.168.29.90","TCP","54","1046  >  8009 [ACK] Seq=441 Ack=441 Win=255 Len=0"
"2028","15.282308","192.168.29.45","142.251.42.106","QUIC","71","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"2029","15.332138","142.251.42.106","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2030","15.958649","192.168.29.45","142.251.220.4","QUIC","828","Protected Payload (KP0), DCID=f1b75c15cd428dcc"
"2031","15.988441","142.251.220.4","192.168.29.45","QUIC","74","Protected Payload (KP0)"
"2032","15.999931","192.168.29.45","142.251.220.4","QUIC","75","Protected Payload (KP0), DCID=f1b75c15cd428dcc"
"2033","16.139875","192.168.29.45","142.251.42.106","QUIC","71","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"2034","16.143093","142.251.220.4","192.168.29.45","QUIC","1190","Protected Payload (KP0)"
"2035","16.144164","142.251.220.4","192.168.29.45","QUIC","69","Protected Payload (KP0)"
"2036","16.144164","142.251.220.4","192.168.29.45","QUIC","265","Protected Payload (KP0)"
"2037","16.150096","192.168.29.45","142.251.220.4","QUIC","81","Protected Payload (KP0), DCID=f1b75c15cd428dcc"
"2038","16.178790","142.251.220.4","192.168.29.45","QUIC","68","Protected Payload (KP0)"
"2039","16.190804","142.251.42.106","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2040","17.804732","192.168.29.45","142.251.42.106","QUIC","71","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"2041","17.854620","142.251.42.106","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2042","18.407105","192.168.29.45","104.16.175.226","QUIC","1292","Initial, DCID=744012bb66b5c70e, PKN: 1, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, PING, PADDING, PING, PING, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO"
"2043","18.407271","192.168.29.45","104.16.175.226","QUIC","1292","Initial, DCID=744012bb66b5c70e, PKN: 2, CRYPTO, PING, CRYPTO, PING, PING, PADDING, CRYPTO, CRYPTO, PING, PADDING, PING, PING, PING, PADDING, PING, PADDING, CRYPTO, PING, PADDING"
"2044","18.408034","192.168.29.45","104.16.175.226","QUIC","124","0-RTT, DCID=744012bb66b5c70e"
"2045","18.409435","192.168.29.45","104.16.175.226","QUIC","422","0-RTT, DCID=744012bb66b5c70e"
"2046","18.438291","192.168.29.45","104.16.175.226","QUIC","425","0-RTT, DCID=744012bb66b5c70e"
"2047","18.462901","104.16.175.226","192.168.29.45","QUIC","1242","Initial, SCID=0144aa8de0798763f7460f8d6479abcd68667438, PKN: 0, ACK"
"2048","18.477971","104.16.175.226","192.168.29.45","QUIC","1242","Initial, SCID=0144aa8de0798763f7460f8d6479abcd68667438, PKN: 1, ACK, CRYPTO"
"2049","18.478878","104.16.175.226","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"2050","18.479166","104.16.175.226","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2051","18.479166","104.16.175.226","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2052","18.479486","104.16.175.226","192.168.29.45","QUIC","91","Protected Payload (KP0)"
"2053","18.480280","192.168.29.45","104.16.175.226","QUIC","1292","Handshake, DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2054","18.480400","192.168.29.45","104.16.175.226","QUIC","127","Handshake, DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2055","18.480554","192.168.29.45","104.16.175.226","QUIC","85","Protected Payload (KP0), DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2056","18.480845","192.168.29.45","104.16.175.226","QUIC","89","Protected Payload (KP0), DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2057","18.487838","104.16.175.226","192.168.29.45","QUIC","68","Protected Payload (KP0)"
"2058","18.488376","192.168.29.45","104.16.175.226","QUIC","426","Protected Payload (KP0), DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2059","18.490190","104.16.175.226","192.168.29.45","QUIC","765","Protected Payload (KP0)"
"2060","18.504020","104.16.175.226","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2061","18.505064","192.168.29.45","192.168.29.1","DNS","80","Standard query 0xd588 A beacons.gcp.gvt2.com"
"2062","18.505632","192.168.29.45","192.168.29.1","DNS","80","Standard query 0xb937 HTTPS beacons.gcp.gvt2.com"
"2063","18.512230","192.168.29.1","192.168.29.45","DNS","138","Standard query response 0xd588 A beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com A 172.217.27.163"
"2064","18.514180","104.16.175.226","192.168.29.45","QUIC","725","Protected Payload (KP0)"
"2065","18.514464","104.16.175.226","192.168.29.45","QUIC","64","Protected Payload (KP0)"
"2066","18.514724","192.168.29.45","104.16.175.226","QUIC","85","Protected Payload (KP0), DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2067","18.515751","104.16.175.226","192.168.29.45","QUIC","70","Protected Payload (KP0)"
"2068","18.516110","192.168.29.45","104.16.175.226","QUIC","85","Protected Payload (KP0), DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2069","18.516386","192.168.29.1","192.168.29.45","DNS","167","Standard query response 0xb937 HTTPS beacons.gcp.gvt2.com CNAME beacons-handoff.gcp.gvt2.com SOA ns1.google.com"
"2070","18.520439","192.168.29.45","172.217.27.163","QUIC","1292","Initial, DCID=e9efb4e708397c9b, PKN: 1, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"2071","18.520583","192.168.29.45","172.217.27.163","QUIC","1292","Initial, DCID=e9efb4e708397c9b, PKN: 2, CRYPTO"
"2072","18.520694","192.168.29.45","172.217.27.163","QUIC","1292","Initial, DCID=e9efb4e708397c9b, PKN: 3, PADDING, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, CRYPTO, PING, PADDING, CRYPTO"
"2073","18.521344","192.168.29.45","172.217.27.163","QUIC","123","0-RTT, DCID=e9efb4e708397c9b"
"2074","18.522581","104.16.175.226","192.168.29.45","QUIC","65","Protected Payload (KP0)"
"2075","18.574121","172.217.27.163","192.168.29.45","QUIC","82","Initial, SCID=e9efb4e708397c9b, PKN: 1, ACK"
"2076","18.589999","172.217.27.163","192.168.29.45","QUIC","82","Initial, SCID=e9efb4e708397c9b, PKN: 2, ACK"
"2077","18.605175","172.217.27.163","192.168.29.45","QUIC","1292","Initial, SCID=e9efb4e708397c9b, PKN: 3, ACK, PADDING"
"2078","18.605404","172.217.27.163","192.168.29.45","QUIC","1292","Initial, SCID=e9efb4e708397c9b, PKN: 4, ACK, PADDING"
"2079","18.632728","192.168.29.45","172.217.27.163","QUIC","1292","Initial, DCID=e9efb4e708397c9b, PKN: 6, PADDING, PING, PADDING"
"2080","18.668205","172.217.27.163","192.168.29.45","QUIC","1292","Initial, SCID=e9efb4e708397c9b, PKN: 5, CRYPTO, PADDING"
"2081","18.669096","172.217.27.163","192.168.29.45","QUIC","341","Protected Payload (KP0)"
"2082","18.669486","172.217.27.163","192.168.29.45","QUIC","993","Protected Payload (KP0)"
"2083","18.669486","172.217.27.163","192.168.29.45","QUIC","68","Protected Payload (KP0)"
"2084","18.669698","192.168.29.45","172.217.27.163","QUIC","1292","Handshake, DCID=e9efb4e708397c9b"
"2085","18.669939","172.217.27.163","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2086","18.669939","172.217.27.163","192.168.29.45","QUIC","1292","Initial, SCID=e9efb4e708397c9b, PKN: 11, ACK, CRYPTO, PADDING"
"2087","18.670040","192.168.29.45","172.217.27.163","QUIC","73","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2088","18.670824","192.168.29.45","172.217.27.163","QUIC","656","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2089","18.706672","172.217.27.163","192.168.29.45","QUIC","162","Protected Payload (KP0)"
"2090","18.706945","172.217.27.163","192.168.29.45","QUIC","71","Protected Payload (KP0)"
"2091","18.707055","192.168.29.45","172.217.27.163","QUIC","76","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2092","18.707273","192.168.29.45","172.217.27.163","QUIC","75","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2093","18.736349","192.168.29.45","104.16.175.226","QUIC","427","Protected Payload (KP0), DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2094","18.771326","104.16.175.226","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2095","18.772765","172.217.27.163","192.168.29.45","QUIC","606","Protected Payload (KP0)"
"2096","18.773231","192.168.29.45","172.217.27.163","QUIC","79","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2097","18.773776","192.168.29.45","172.217.27.163","QUIC","83","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2098","18.774456","172.217.27.163","192.168.29.45","QUIC","63","Protected Payload (KP0)"
"2099","18.775254","192.168.29.45","172.217.27.163","QUIC","75","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2100","18.782589","104.16.175.226","192.168.29.45","QUIC","721","Protected Payload (KP0)"
"2101","18.810407","172.217.27.163","192.168.29.45","QUIC","70","Protected Payload (KP0)"
"2102","18.810816","192.168.29.45","104.16.175.226","QUIC","86","Protected Payload (KP0), DCID=0144aa8de0798763f7460f8d6479abcd68667438"
"2103","18.838901","192.168.29.45","172.217.27.163","QUIC","74","Protected Payload (KP0), DCID=e9efb4e708397c9b"
"2104","19.168805","192.168.29.45","192.168.29.1","DNS","76","Standard query 0xac2b A uam.getmerlin.in"
"2105","19.169288","192.168.29.45","192.168.29.1","DNS","76","Standard query 0xe443 HTTPS uam.getmerlin.in"
"2106","19.186681","192.168.29.1","192.168.29.45","DNS","167","Standard query response 0xe443 HTTPS uam.getmerlin.in CNAME ghs.googlehosted.com SOA ns1.google.com"
"2107","19.188784","192.168.29.1","192.168.29.45","DNS","126","Standard query response 0xac2b A uam.getmerlin.in CNAME ghs.googlehosted.com A 142.250.192.179"
"2108","19.189735","192.168.29.45","142.250.192.179","TCP","66","2700  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"2109","19.229226","142.250.192.179","192.168.29.45","TCP","66","443  >  2700 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"2110","19.229395","192.168.29.45","142.250.192.179","TCP","54","2700  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"2111","19.230566","192.168.29.45","142.250.192.179","TLSv1.3","1876","Client Hello (SNI=uam.getmerlin.in)"
"2112","19.271959","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=1 Ack=1413 Win=268288 Len=0"
"2113","19.272303","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=1 Ack=1823 Win=268032 Len=0"
"2114","19.354750","142.250.192.179","192.168.29.45","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"2115","19.369873","142.250.192.179","192.168.29.45","TCP","1466","443  >  2700 [PSH, ACK] Seq=1413 Ack=1823 Win=268032 Len=1412 [TCP PDU reassembled in 2118]"
"2116","19.369962","192.168.29.45","142.250.192.179","TCP","54","2700  >  443 [ACK] Seq=1823 Ack=2825 Win=65280 Len=0"
"2117","19.390648","142.250.192.179","192.168.29.45","TCP","1466","443  >  2700 [ACK] Seq=2825 Ack=1823 Win=268032 Len=1412 [TCP PDU reassembled in 2118]"
"2118","19.415030","142.250.192.179","192.168.29.45","TLSv1.3","481","Application Data"
"2119","19.415137","192.168.29.45","142.250.192.179","TCP","54","2700  >  443 [ACK] Seq=1823 Ack=4664 Win=65280 Len=0"
"2120","19.415710","192.168.29.45","142.250.192.179","TLSv1.3","128","Change Cipher Spec, Application Data"
"2121","19.416102","192.168.29.45","142.250.192.179","TLSv1.3","146","Application Data"
"2122","19.416506","192.168.29.45","142.250.192.179","TLSv1.3","1519","Application Data"
"2123","19.454144","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=4664 Ack=1897 Win=268032 Len=0"
"2124","19.454498","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=4664 Ack=1989 Win=268032 Len=0"
"2125","19.454898","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=4664 Ack=3401 Win=266752 Len=0"
"2126","19.455241","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=4664 Ack=3454 Win=266752 Len=0"
"2127","19.517346","142.250.192.179","192.168.29.45","TLSv1.3","116","Application Data"
"2128","19.518428","192.168.29.45","142.250.192.179","TLSv1.3","85","Application Data"
"2129","19.519127","142.250.192.179","192.168.29.45","TLSv1.3","85","Application Data"
"2130","19.555850","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=4757 Ack=3485 Win=266752 Len=0"
"2131","19.565274","192.168.29.45","142.250.192.179","TCP","54","2700  >  443 [ACK] Seq=3485 Ack=4757 Win=65280 Len=0"
"2132","19.842714","142.250.192.179","192.168.29.45","TLSv1.3","436","Application Data"
"2133","19.846252","192.168.29.45","142.250.192.179","TLSv1.3","93","Application Data"
"2134","19.884565","142.250.192.179","192.168.29.45","TCP","54","443  >  2700 [ACK] Seq=5139 Ack=3524 Win=266752 Len=0"
"2135","20.090154","192.168.29.45","192.168.29.90","TCP","164","1050  >  8009 [PSH, ACK] Seq=441 Ack=441 Win=255 Len=110 [TCP PDU reassembled in 2403]"
"2136","20.097117","192.168.29.90","192.168.29.45","TCP","164","8009  >  1050 [PSH, ACK] Seq=441 Ack=551 Win=1552 Len=110 [TCP PDU reassembled in 2405]"
"2137","20.105425","192.168.29.45","192.168.29.90","TCP","164","1046  >  8009 [PSH, ACK] Seq=441 Ack=441 Win=255 Len=110 [TCP PDU reassembled in 2402]"
"2138","20.110156","192.168.29.90","192.168.29.45","TCP","164","8009  >  1046 [PSH, ACK] Seq=441 Ack=551 Win=1552 Len=110 [TCP PDU reassembled in 2404]"
"2139","20.137197","192.168.29.45","192.168.29.90","TCP","54","1050  >  8009 [ACK] Seq=551 Ack=551 Win=255 Len=0"
"2140","20.152594","192.168.29.45","192.168.29.90","TCP","54","1046  >  8009 [ACK] Seq=551 Ack=551 Win=255 Len=0"
"2141","21.065055","192.168.29.45","142.251.42.106","QUIC","71","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"2142","21.116131","142.251.42.106","192.168.29.45","QUIC","66","Protected Payload (KP0)"
"2143","21.992936","142.251.42.106","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
"2144","21.993298","142.251.42.106","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"2145","21.993298","142.251.42.106","192.168.29.45","QUIC","1292","Protected Payload (KP0)"
"2146","21.993298","142.251.42.106","192.168.29.45","QUIC","440","Protected Payload (KP0)"
"2147","21.993630","192.168.29.45","142.251.42.106","QUIC","73","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"2148","21.993911","192.168.29.45","142.251.42.106","QUIC","73","Protected Payload (KP0), DCID=eeeb192a07f52e8d"
"2149","21.995913","142.251.42.106","192.168.29.45","QUIC","1287","Protected Payload (KP0)"
