"No.","Time","Source","Destination","Protocol","Length","Info"
"8309","28.379499","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8310","28.379926","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8311","28.380638","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8312","28.380987","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8313","28.381366","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8314","28.381821","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8315","28.382180","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8316","28.382773","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8317","28.383192","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8318","28.383967","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8319","28.384474","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8320","28.384639","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8321","28.385429","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8322","28.386005","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8323","28.386100","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8324","28.387367","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8325","28.387513","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8326","28.388807","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8327","28.389724","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8328","28.389951","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8329","28.390187","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8330","28.390821","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8331","28.394649","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8332","28.394925","192.168.29.45","104.18.160.117","QUIC","89","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8333","28.399104","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8334","28.399407","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8335","28.399502","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8336","28.399751","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8337","28.400667","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8338","28.401377","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8339","28.402473","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8340","28.402749","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8341","28.403098","104.18.160.117","192.168.29.45","QUIC","402","Protected Payload (KP0)"
"8342","28.403399","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8343","28.403733","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8344","28.404045","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8345","28.404529","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8346","28.404970","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8347","28.405185","192.168.29.45","104.17.25.14","TCP","1454","[TCP Retransmission] 1944  >  443 [PSH, ACK] Seq=427 Ack=1 Win=65280 Len=1400"
"8348","28.405460","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8349","28.406273","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8350","28.406697","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8351","28.407904","104.18.160.117","192.168.29.45","QUIC","1242","Initial, SCID=01d1af12e606afbf27d06a13cd06a47fca367fc2, PKN: 20, ACK"
"8352","28.408272","192.168.29.45","104.18.160.117","QUIC","92","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8353","28.417612","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8354","28.418714","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8355","28.419068","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8356","28.421434","104.18.160.117","192.168.29.45","QUIC","1242","Initial, SCID=01d1af12e606afbf27d06a13cd06a47fca367fc2, PKN: 21, ACK"
"8357","28.426637","192.168.29.45","104.18.160.117","QUIC","97","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8358","28.447575","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8359","28.447977","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8360","28.448403","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8361","28.448889","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8362","28.449553","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8363","28.450513","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8364","28.451357","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8365","28.451790","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8366","28.452463","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8367","28.452618","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8368","28.452734","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8369","28.452860","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8370","28.452894","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8371","28.453190","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8372","28.453763","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8373","28.454072","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8374","28.454552","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8375","28.454949","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8376","28.455332","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8377","28.455791","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8378","28.456285","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8379","28.456370","192.168.29.1","192.168.29.45","DNS","100","Standard query response 0x7f05 A www.googletagmanager.com A 142.250.183.200"
"8380","28.456551","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8381","28.456911","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8382","28.459176","104.18.160.117","192.168.29.45","QUIC","882","Protected Payload (KP0)"
"8383","28.459906","192.168.29.1","192.168.29.45","DNS","131","Standard query response 0x0468 A us-assets.i.posthog.com A 172.67.40.50 A 104.22.59.181 A 104.22.58.181"
"8384","28.460059","104.18.160.117","192.168.29.45","QUIC","882","Protected Payload (KP0)"
"8385","28.462312","192.168.29.1","192.168.29.45","DNS","100","Standard query response 0x7f05 A www.googletagmanager.com A 142.250.183.200"
"8386","28.462882","104.17.25.14","192.168.29.45","TCP","54","443  >  1944 [ACK] Seq=1 Ack=1401 Win=73728 Len=0"
"8387","28.463022","104.18.160.117","192.168.29.45","QUIC","882","Protected Payload (KP0)"
"8388","28.463320","104.17.25.14","192.168.29.45","TCP","54","443  >  1944 [ACK] Seq=1 Ack=1827 Win=73728 Len=0"
"8389","28.463408","104.18.160.117","192.168.29.45","QUIC","882","Protected Payload (KP0)"
"8390","28.466245","104.18.160.117","192.168.29.45","QUIC","429","Protected Payload (KP0)"
"8391","28.466396","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8392","28.468498","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8393","28.468498","104.18.160.117","192.168.29.45","QUIC","429","Protected Payload (KP0)"
"8394","28.471308","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8395","28.471308","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8396","28.471308","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8397","28.472469","104.18.160.117","192.168.29.45","QUIC","240","Protected Payload (KP0)"
"8398","28.479200","104.17.25.14","192.168.29.45","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"8399","28.488261","104.17.25.14","192.168.29.45","TLSv1.3","582","Application Data, Application Data"
"8400","28.488984","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8401","28.489448","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8402","28.489553","104.18.160.117","192.168.29.45","QUIC","162","Protected Payload (KP0)"
"8403","28.489825","192.168.29.45","104.18.160.117","QUIC","92","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8404","28.490113","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8405","28.491020","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8406","28.491341","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8407","28.496066","104.17.25.14","192.168.29.45","TCP","1514","443  >  1944 [ACK] Seq=1461 Ack=1827 Win=73728 Len=1460 [TCP PDU reassembled in 9579]"
"8408","28.496138","192.168.29.45","104.17.25.14","TCP","54","1944  >  443 [ACK] Seq=1827 Ack=2921 Win=65280 Len=0"
"8409","28.497472","151.101.157.229","192.168.29.45","TCP","66","443  >  1961 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1420 SACK_PERM WS=512"
"8410","28.497591","192.168.29.45","151.101.157.229","TCP","54","1961  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"8411","28.498977","192.168.29.1","192.168.29.45","DNS","129","Standard query response 0x8a37 A clients4.google.com CNAME clients.l.google.com A 142.251.43.142"
"8412","28.499229","192.168.29.45","104.18.160.117","QUIC","91","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8413","28.502869","192.168.29.45","104.18.160.117","QUIC","89","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8414","28.503500","151.101.157.229","192.168.29.45","TCP","66","443  >  1962 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1420 SACK_PERM WS=512"
"8415","28.503579","192.168.29.45","151.101.157.229","TCP","54","1962  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"8416","28.505059","104.18.160.117","192.168.29.45","QUIC","1242","Initial, SCID=01d1af12e606afbf27d06a13cd06a47fca367fc2, PKN: 23, ACK, CRYPTO"
"8417","28.514227","104.17.25.14","192.168.29.45","TCP","54","[TCP Dup ACK 8154#1] 443  >  1946 [ACK] Seq=4000 Ack=1827 Win=73728 Len=0"
"8418","28.520231","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8419","28.520684","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8420","28.521288","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8421","28.521719","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8422","28.522147","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8423","28.522695","104.17.25.14","192.168.29.45","TCP","66","443  >  1946 [ACK] Seq=3472 Ack=1763 Win=73728 Len=0 SLE=363 SRE=1763"
"8424","28.522715","192.168.29.45","104.17.25.14","TCP","54","[TCP Dup ACK 8184#1] 1946  >  443 [ACK] Seq=1827 Ack=4000 Win=64256 Len=0"
"8425","28.522868","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8426","28.523553","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8427","28.524000","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8428","28.524469","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8429","28.524866","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8430","28.525577","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8431","28.526878","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8432","28.527238","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8433","28.527817","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8434","28.528213","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8435","28.528612","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8436","28.529009","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8437","28.529466","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8438","28.529835","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8439","28.530465","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8440","28.530844","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8441","28.531391","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8442","28.531693","104.18.160.117","192.168.29.45","QUIC","1176","Protected Payload (KP0)"
"8443","28.532085","104.18.160.117","192.168.29.45","QUIC","658","Protected Payload (KP0)"
"8444","28.532554","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8445","28.533038","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8446","28.533167","192.168.29.45","104.17.25.14","TCP","54","1945  >  443 [ACK] Seq=1795 Ack=3999 Win=64256 Len=0"
"8447","28.533430","104.18.160.117","192.168.29.45","QUIC","626","Protected Payload (KP0)"
"8448","28.535671","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8449","28.535671","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8450","28.535801","104.18.160.117","192.168.29.45","QUIC","427","Protected Payload (KP0)"
"8451","28.535953","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8452","28.536336","192.168.29.45","151.101.157.229","TLSv1.3","1780","Client Hello (SNI=cdn.jsdelivr.net)"
"8453","28.536392","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8454","28.536777","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8455","28.537486","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8456","28.538254","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8457","28.538417","104.18.160.117","192.168.29.45","QUIC","512","Protected Payload (KP0)"
"8458","28.538561","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8459","28.539148","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8460","28.539556","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8461","28.540045","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8462","28.540438","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8463","28.540794","104.18.160.117","192.168.29.45","QUIC","693","Protected Payload (KP0)"
"8464","28.540888","104.17.25.14","192.168.29.45","TCP","54","[TCP Dup ACK 8399#1] 443  >  1945 [ACK] Seq=3999 Ack=1795 Win=73728 Len=0"
"8465","28.543500","192.168.29.45","151.101.157.229","TLSv1.3","1876","Client Hello (SNI=cdn.jsdelivr.net)"
"8466","28.546561","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8467","28.546897","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8468","28.547361","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8469","28.548477","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8470","28.548797","104.18.160.117","192.168.29.45","QUIC","1242","Initial, SCID=01d1af12e606afbf27d06a13cd06a47fca367fc2, PKN: 22, ACK"
"8471","28.549698","192.168.29.1","192.168.29.45","TCP","66","[TCP Retransmission] 53  >  1922 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"8472","28.550164","192.168.29.1","192.168.29.45","TCP","66","[TCP Retransmission] 53  >  1923 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"8473","28.550848","192.168.29.1","192.168.29.45","TCP","66","[TCP Retransmission] 53  >  1924 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=64"
"8474","28.554301","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8475","28.554782","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8476","28.555191","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8477","28.561032","192.168.29.45","104.18.160.117","QUIC","89","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8478","28.569389","192.168.29.45","142.250.183.200","TCP","66","1967  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"8479","28.595009","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8480","28.595450","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8481","28.595559","104.18.160.117","192.168.29.45","QUIC","162","Protected Payload (KP0)"
"8482","28.595703","104.18.160.117","192.168.29.45","QUIC","506","Protected Payload (KP0)"
"8483","28.620217","192.168.29.45","104.18.160.117","QUIC","89","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8484","28.621190","104.18.160.117","192.168.29.45","QUIC","256","Protected Payload (KP0)"
"8485","28.622763","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8486","28.622861","104.18.160.117","192.168.29.45","QUIC","437","Protected Payload (KP0)"
"8487","28.622986","192.168.29.45","142.251.43.142","QUIC","1292","Initial, DCID=7024bcc52c520a88, PKN: 10, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, PING, PING, CRYPTO, PING, PING, CRYPTO"
"8488","28.623743","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8489","28.624119","104.18.160.117","192.168.29.45","QUIC","686","Protected Payload (KP0)"
"8490","28.635637","192.168.29.45","192.168.29.1","DNS","92","Standard query 0x7019 A mobile.events.data.microsoft.com"
"8491","28.638184","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8492","28.652726","104.18.160.117","192.168.29.45","QUIC","90","Protected Payload (KP0)"
"8493","28.653215","104.18.160.117","192.168.29.45","QUIC","91","Protected Payload (KP0)"
"8494","28.655610","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8495","28.657415","192.168.29.45","104.18.160.117","QUIC","89","Protected Payload (KP0), DCID=01023fceab8ea1623a03face478ebcf31cb52cbb"
"8496","28.658517","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8497","28.659739","142.251.43.142","192.168.29.45","QUIC","82","Initial, SCID=f024bcc52c520a88, PKN: 1, ACK"
"8498","28.660177","104.18.160.117","192.168.29.45","QUIC","120","Protected Payload (KP0)"
"8499","28.660278","104.18.160.117","192.168.29.45","QUIC","113","Protected Payload (KP0)"
"8500","28.660517","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8501","28.661421","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8502","28.661826","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8503","28.662352","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8504","28.662538","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8505","28.662985","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8506","28.663384","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8507","28.663612","192.168.29.45","104.18.160.117","QUIC","88","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8508","28.663807","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8509","28.664580","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8510","28.664917","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8511","28.665354","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8512","28.665484","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8513","28.665617","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8514","28.665759","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8515","28.665855","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8516","28.666906","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8517","28.667395","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8518","28.667788","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8519","28.667896","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8520","28.668542","104.18.160.117","192.168.29.45","QUIC","1157","Protected Payload (KP0)"
"8521","28.669062","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8522","28.669173","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8523","28.669263","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8524","28.669333","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8525","28.669506","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8526","28.669607","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8527","28.673508","142.251.43.142","192.168.29.45","QUIC","1292","Initial, SCID=f024bcc52c520a88, PKN: 2, ACK, PADDING"
"8528","28.673915","142.251.43.142","192.168.29.45","QUIC","1292","Initial, SCID=f024bcc52c520a88, PKN: 3, CRYPTO, PADDING"
"8529","28.675610","104.18.160.117","192.168.29.45","QUIC","604","Protected Payload (KP0)"
"8530","28.675750","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8531","28.676079","104.18.160.117","192.168.29.45","QUIC","680","Protected Payload (KP0)"
"8532","28.678653","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8533","28.678923","192.168.29.45","104.18.160.117","QUIC","92","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8534","28.681627","192.168.29.45","142.251.43.142","QUIC","1292","Initial, DCID=f024bcc52c520a88, PKN: 11, ACK, PADDING"
"8535","28.683508","104.18.160.117","192.168.29.45","QUIC","437","Protected Payload (KP0)"
"8536","28.684235","104.18.160.117","192.168.29.45","QUIC","88","Protected Payload (KP0)"
"8537","28.684349","104.18.160.117","192.168.29.45","QUIC","673","Protected Payload (KP0)"
"8538","28.684779","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8539","28.685405","104.18.160.117","192.168.29.45","QUIC","565","Protected Payload (KP0)"
"8540","28.686071","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8541","28.686497","104.18.160.117","192.168.29.45","QUIC","734","Protected Payload (KP0)"
"8542","28.687672","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8543","28.688088","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8544","28.688605","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8545","28.689823","104.18.160.117","192.168.29.45","QUIC","1140","Protected Payload (KP0)"
"8546","28.691170","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8547","28.692196","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8548","28.692423","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8549","28.692729","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8550","28.693703","192.168.29.45","104.18.160.117","QUIC","87","Protected Payload (KP0), DCID=01d1af12e606afbf27d06a13cd06a47fca367fc2"
"8551","28.694304","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8552","28.695026","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8553","28.695385","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8554","28.695778","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8555","28.696172","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8556","28.696531","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8557","28.697036","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8558","28.697659","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
"8559","28.698053","104.18.160.117","192.168.29.45","QUIC","1242","Protected Payload (KP0)"
